POSE,46611,468.3,1104.5,1.537,3.624,296.89,320.19,327.19,-0.18,9.89,352.6,4,south,153,200,580,1300,23.30,1
POSE,50021,527.3,1178.3,1.730,3.866,297.97,323.84,330.84,-0.20,9.90,353.5,4,south,155,199,581,1941,25.87,1
POSE,53421,588.9,1267.3,1.932,4.158,299.11,326.63,333.63,-0.17,9.89,381.3,4,south,154,223,584,2349,27.51,1
POSE,t_ms,x_mm,y_mm,x_ft,y_ft,heading_arena_deg,heading_mag_arena_deg,heading_mag_global_deg,gyro_z_dps,accel_norm_mps2,rmse_mm,used_ranges,half,n_mm,s_mm,e_mm,w_mm,heading_err_deg,stationary
POSE,5008,-1.0,-1.0,-1.000,-1.000,187.02,187.20,194.20,-0.14,9.89,-1.0,0,auto,-1,-1,-1,-1,0.18,1
